  @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'how','horses', 'how horses' ,'died','horses died','how died' ,NUM,count 
 'how','waste', 'how waste' ,'does','waste does','how does' ,NUM,count 
 'what','nobel', 'what nobel' ,'laureate','nobel laureate','what laureate' ,HUM,ind 
 'what','woman', 'what woman' ,'carried','woman carried','what carried' ,HUM,ind 
 'how','minutes', 'how minutes' ,'original','minutes original','how original' ,NUM,count 
 'what','average', 'what average' ,'time','average time','what time' ,NUM,period 
 'what','website', 'what website' ,'international','website international','what international' ,LOC,other 
 'where','8', 'where 8' ,'10','8 10','where 10' ,LOC,other 
 'where','i', 'where i' ,'look','i look','where look' ,LOC,other 
 'how','astronauts', 'how astronauts' ,'moon','astronauts moon','how moon' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'which','bourbon', 'which bourbon' ,'king','bourbon king','which king' ,HUM,ind 
 'what','cities', 'what cities' ,'university','cities university','what university' ,LOC,city 
 'what','daughter', 'what daughter' ,'henry','daughter henry','what henry' ,HUM,ind 
 'what','useful', 'what useful' ,'site','useful site','what site' ,LOC,other 
 'what','world', 'what world' ,'is','world is','what is' ,LOC,mount 
 'what','comedienne', 'what comedienne' ,'upstaged','comedienne upstaged','what upstaged' ,HUM,ind 
 'when','olympic', 'when olympic' ,'games','olympic games','when games' ,NUM,date 
 'where','hearst', 'where hearst' ,'castle','hearst castle','where castle' ,LOC,other 
 'what','is', 'what is' ,'largest','is largest','what largest' ,LOC,city 
 'who','sang', 'who sang' ,'desmond','sang desmond','who desmond' ,HUM,ind 
 'what','costume', 'what costume' ,'designer','costume designer','what designer' ,HUM,ind 
 'how','rows', 'how rows' ,'sprocket','rows sprocket','how sprocket' ,NUM,count 
 'what','goat', 'what goat' ,'population','goat population','what population' ,NUM,count 
 'what','sea', 'what sea' ,'separates','sea separates','what separates' ,LOC,other 
 'how','lawyers', 'how lawyers' ,'state','lawyers state','how state' ,NUM,count 
 'blind','sculptress', 'blind sculptress' ,'love','sculptress love','blind love' ,HUM,ind 
 'what','national', 'what national' ,'basketball','national basketball','what basketball' ,HUM,ind 
 'when','did', 'when did' ,'fraze','did fraze','when fraze' ,NUM,date 
 'how','games', 'how games' ,'played','games played','how played' ,NUM,count 
 'who','developed', 'who developed' ,'polio','developed polio','who polio' ,HUM,ind 
 'who','gas', 'who gas' ,'engine','gas engine','who engine' ,HUM,ind 
 'what','country', 'what country' ,'claimed','country claimed','what claimed' ,LOC,country 
 'how','questions', 'how questions' ,'you','questions you','how you' ,NUM,count 
 'where','i', 'where i' ,'examples','i examples','where examples' ,LOC,other 
 'what','character', 'what character' ,'did','character did','what did' ,HUM,ind 
 'when','triangle', 'when triangle' ,'shirtwaist','triangle shirtwaist','when shirtwaist' ,NUM,date 
 'what','asian', 'what asian' ,'spiritual','asian spiritual','what spiritual' ,HUM,ind 
 'where','ocho', 'where ocho' ,'rios','ocho rios','where rios' ,LOC,other 
 'what','ocean', 'what ocean' ,'does','ocean does','what does' ,LOC,other 
 'what','country', 'what country' ,'kosovo','country kosovo','what kosovo' ,LOC,country 
 'tell','what', 'tell what' ,'city','what city','tell city' ,LOC,city 
 'what','gross', 'what gross' ,'is','gross is','what is' ,LOC,other 
 'what','english', 'what english' ,'queen','english queen','what queen' ,HUM,ind 
 'what','approximate', 'what approximate' ,'population','approximate population','what population' ,NUM,other 
 'how','does', 'how does' ,'president','does president','how president' ,NUM,money 
 'what','baseball', 'what baseball' ,'players','baseball players','what players' ,HUM,ind 
 'children','ages', 'children ages' ,'eleven','ages eleven','children eleven' ,NUM,perc 
 'what','is', 'what is' ,'northernmost','is northernmost','what northernmost' ,LOC,state 
 'gallery','new', 'gallery new' ,'york','new york','gallery york' ,LOC,other 
 'who','sells', 'who sells' ,'viagra','sells viagra','who viagra' ,HUM,ind 
 'what','building', 'what building' ,'british','building british','what british' ,LOC,other 
 'who','did', 'who did' ,'dita','did dita','who dita' ,HUM,ind 
 'what','country', 'what country' ,'use','country use','what use' ,LOC,country 
 'who','served', 'who served' ,'inspiration','served inspiration','who inspiration' ,HUM,ind 
 'what','columbia', 'what columbia' ,'tristar','columbia tristar','what tristar' ,NUM,code 
 'which','original', 'which original' ,'seven','original seven','which seven' ,HUM,ind 
 'who','best', 'who best' ,'known','best known','who known' ,HUM,ind 
 'what','capital', 'what capital' ,'burkina','capital burkina','what burkina' ,LOC,city 
 'what','continent', 'what continent' ,'bolivia','continent bolivia','what bolivia' ,LOC,other 
 'who','killed', 'who killed' ,'people','killed people','who people' ,HUM,ind 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'what','us', 'what us' ,'highway','us highway','what highway' ,NUM,count 
 'what','mustachioed', 'what mustachioed' ,'comedian','mustachioed comedian','what comedian' ,HUM,ind 
 'what','does', 'what does' ,'utilities','does utilities','what utilities' ,NUM,money 
 'what','actor', 'what actor' ,'world','actor world','what world' ,HUM,ind 
 'what','city', 'what city' ,'called','city called','what called' ,LOC,city 
 'who','portrayed', 'who portrayed' ,'dracula','portrayed dracula','who dracula' ,HUM,ind 
 'when','fish', 'when fish' ,'believed','fish believed','when believed' ,NUM,date 
 'what','president', 'what president' ,'is','president is','what is' ,HUM,ind 
 'how','elevators', 'how elevators' ,'you','elevators you','how you' ,NUM,count 
 'what','country', 'what country' ,'sir','country sir','what sir' ,LOC,country 
 'what','city', 'what city' ,'john','city john','what john' ,LOC,city 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'what','you', 'what you' ,'fined','you fined','what fined' ,NUM,money 
 'where','did', 'where did' ,'battle','did battle','where battle' ,LOC,other 
 'how','california', 'how california' ,'year','california year','how year' ,NUM,count 
 'what','mystery', 'what mystery' ,'writer','mystery writer','what writer' ,HUM,ind 
 'what','state', 'what state' ,'milk','state milk','what milk' ,LOC,state 
 'what','tallest', 'what tallest' ,'building','tallest building','what building' ,LOC,other 
 'where','sinn', 'where sinn' ,'fein','sinn fein','where fein' ,LOC,other 
 'iraqis','launched', 'iraqis launched' ,'their','launched their','iraqis their' ,NUM,date 
 'what','country', 'what country' ,'is','country is','what is' ,LOC,country 
 'what','sound', 'what sound' ,'does','sound does','what does' ,LOC,other 
 'what','kentucky', 'what kentucky' ,'city','kentucky city','what city' ,LOC,city 
 'how','penny-farthings', 'how penny-farthings' ,'trivial','penny-farthings trivial','how trivial' ,NUM,count 
 'what','european', 'what european' ,'country','european country','what country' ,LOC,country 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'where','cisalpine', 'where cisalpine' ,'republic','cisalpine republic','where republic' ,LOC,other 
 'what','largest', 'what largest' ,'shopping','largest shopping','what shopping' ,LOC,other 
 'what','protagonist', 'what protagonist' ,'is','protagonist is','what is' ,HUM,ind 
 'what','presidential', 'what presidential' ,'press','presidential press','what press' ,HUM,ind 
 'who','original', 'who original' ,'humpty','original humpty','who humpty' ,HUM,ind 
 'where','location', 'where location' ,'orange','location orange','where orange' ,LOC,other 
 'when','president', 'when president' ,'nixon','president nixon','when nixon' ,NUM,date 
 'whose','cupboard', 'whose cupboard' ,'bare','cupboard bare','whose bare' ,HUM,ind 
 'what','seven', 'what seven' ,'seas','seven seas','what seas' ,LOC,other 
 'what','is', 'what is' ,'popeye','is popeye','what popeye' ,HUM,ind 
 'who','invented', 'who invented' ,'vacuum','invented vacuum','who vacuum' ,HUM,ind 
 'what','2th-century', 'what 2th-century' ,'fictional','2th-century fictional','what fictional' ,HUM,ind 
 'how','people', 'how people' ,'usa','people usa','how usa' ,NUM,count 
 'who','does', 'who does' ,'shakespeare','does shakespeare','who shakespeare' ,HUM,ind 
 'which','country', 'which country' ,'known','country known','which known' ,LOC,country 
 'how','times', 'how times' ,'day','times day','how day' ,NUM,count 
 'who','voyager', 'who voyager' ,'project','voyager project','who project' ,HUM,ind 
 'what','commanders', 'what commanders' ,'directed','commanders directed','what directed' ,HUM,ind 
 'creator','of', 'creator of' ,'','of ','creator ' ,HUM,ind 
 'who','replies', 'who replies' ,'','replies ','who ' ,HUM,ind 
 'what','is', 'what is' ,'home','is home','what home' ,LOC,other 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'who','won', 'who won' ,'1967','won 1967','who 1967' ,HUM,ind 
 'private','citizen', 'private citizen' ,'fly','citizen fly','private fly' ,HUM,ind 
 'what','football', 'what football' ,'star','football star','what star' ,HUM,ind 
 'what','singer', 'what singer' ,'sings','singer sings','what sings' ,HUM,ind 
 'how','pizza', 'how pizza' ,'americans','pizza americans','how americans' ,NUM,count 
 'what','website', 'what website' ,'usa','website usa','what usa' ,LOC,other 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'what','state', 'what state' ,'is','state is','what is' ,LOC,state 
 'how','fast', 'how fast' ,'cheetahs','fast cheetahs','how cheetahs' ,NUM,speed 
 'how','fast', 'how fast' ,'45mhz','fast 45mhz','how 45mhz' ,NUM,speed 
 'what','count', 'what count' ,'did','count did','what did' ,HUM,ind 
 'what','odds', 'what odds' ,'giving','odds giving','what giving' ,NUM,perc 
 'what','largest', 'what largest' ,'natural','largest natural','what natural' ,LOC,other 
 'how','far', 'how far' ,'london','far london','how london' ,NUM,dist 
 'how','years', 'how years' ,'old','years old','how old' ,NUM,count 
 'where','does', 'where does' ,'santa','does santa','where santa' ,LOC,other 
 'which','city', 'which city' ,'canada','city canada','which canada' ,LOC,city 
 'how','old', 'how old' ,'stevie','old stevie','how stevie' ,NUM,period 
 'who','taiwanese', 'who taiwanese' ,'president','taiwanese president','who president' ,HUM,ind 
 'who','luke', 'who luke' ,'skywalker','luke skywalker','who skywalker' ,HUM,ind 
 'where','isle', 'where isle' ,'man','isle man','where man' ,LOC,other 
 'what','death', 'what death' ,'toll','death toll','what toll' ,NUM,other 
 'when','millennium', 'when millennium' ,'officially','millennium officially','when officially' ,NUM,date 
 'who','created', 'who created' ,'comic','created comic','who comic' ,HUM,ind 
 'which','vietnamese', 'which vietnamese' ,'terrorist','vietnamese terrorist','which terrorist' ,HUM,ind 
 'what','imaginary', 'what imaginary' ,'line','imaginary line','what line' ,LOC,other 
 'what','country', 'what country' ,'is','country is','what is' ,LOC,country 
 'where','does', 'where does' ,'ray','does ray','where ray' ,LOC,other 
 'who','current', 'who current' ,'prime','current prime','who prime' ,HUM,ind 
 'who','established', 'who established' ,'viking','established viking','who viking' ,HUM,ind 
 'what','latitude', 'what latitude' ,'longitude','latitude longitude','what longitude' ,NUM,other 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'where','did', 'where did' ,'honecker','did honecker','where honecker' ,LOC,other 
 'what','life', 'what life' ,'span','life span','what span' ,NUM,period 
 'how','member', 'how member' ,'states','member states','how states' ,NUM,count 
 'who','shot', 'who shot' ,'killed','shot killed','who killed' ,HUM,ind 
 'what','future', 'what future' ,'president','future president','what president' ,HUM,ind 
 'who','architect', 'who architect' ,'central','architect central','who central' ,HUM,ind 
 'what','dimensions', 'what dimensions' ,'ice','dimensions ice','what ice' ,NUM,dist 
 'when','cnn', 'when cnn' ,'is','cnn is','when is' ,NUM,date 
 'what','african', 'what african' ,'country','african country','what country' ,LOC,country 
 'what','christian', 'what christian' ,'title','christian title','what title' ,HUM,ind 
 'what','hard-hearing', 'what hard-hearing' ,'artist','hard-hearing artist','what artist' ,HUM,ind 
 'who','wrote', 'who wrote' ,'sons','wrote sons','who sons' ,HUM,ind 
 'what','french', 'what french' ,'seaport','french seaport','what seaport' ,LOC,city 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'how','milliseconds', 'how milliseconds' ,'second','milliseconds second','how second' ,NUM,count 
 'what','cherokee', 'what cherokee' ,'indian','cherokee indian','what indian' ,HUM,ind 
 'when','camcorders', 'when camcorders' ,'introduced','camcorders introduced','when introduced' ,NUM,date 
 'what','chance', 'what chance' ,'conceiving','chance conceiving','what conceiving' ,NUM,perc 
 'who','star', 'who star' ,'leave','star leave','who leave' ,HUM,ind 
 'what','countries', 'what countries' ,'largest','countries largest','what largest' ,LOC,country 
 'what','william', 'what william' ,'f','william f','what f' ,HUM,ind 
 'who','did', 'who did' ,'richard','did richard','who richard' ,HUM,ind 
 'which','following', 'which following' ,'rock','following rock','which rock' ,HUM,ind 
 'what','exchange', 'what exchange' ,'rate','exchange rate','what rate' ,NUM,money 
 'how','states', 'how states' ,'did','states did','how did' ,NUM,count 
 'how','shillings', 'how shillings' ,'2','shillings 2','how 2' ,NUM,count 
 'who','took', 'who took' ,'conductor','took conductor','who conductor' ,HUM,ind 
 'what','nazi', 'what nazi' ,'leader','nazi leader','what leader' ,HUM,ind 
 'what','brand', 'what brand' ,'number','brand number','what number' ,NUM,other 
 'what','city', 'what city' ,'terrorized','city terrorized','what terrorized' ,LOC,city 
 'who','fastest', 'who fastest' ,'guitarist','fastest guitarist','who guitarist' ,HUM,ind 
 'what','best', 'what best' ,'hospital','best hospital','what hospital' ,LOC,other 
 'who','betrayed', 'who betrayed' ,'norway','betrayed norway','who norway' ,HUM,ind 
 'who','took', 'who took' ,'toys','took toys','who toys' ,HUM,ind 
 'who','stationed', 'who stationed' ,'camp','stationed camp','who camp' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'how','tall', 'how tall' ,'giraffe','tall giraffe','how giraffe' ,NUM,dist 
 'what','actor', 'what actor' ,'dressed','actor dressed','what dressed' ,HUM,ind 
 'how','long', 'how long' ,'did','long did','how did' ,NUM,period 
 'how','nation', 'how nation' ,'is','nation is','how is' ,NUM,count 
 'what','lake', 'what lake' ,'sheboygan','lake sheboygan','what sheboygan' ,LOC,other 
 'what','largest', 'what largest' ,'lake','largest lake','what lake' ,LOC,other 
 'how','people', 'how people' ,'died','people died','how died' ,NUM,count 
 'who','wrote', 'who wrote' ,'look','wrote look','who look' ,HUM,ind 
 'what','american', 'what american' ,'swimmer','american swimmer','what swimmer' ,HUM,ind 
 'who','claims', 'who claims' ,'greatest','claims greatest','who greatest' ,HUM,ind 
 'what','honeymooners', 'what honeymooners' ,'actress','honeymooners actress','what actress' ,HUM,ind 
 'what','role', 'what role' ,'medieval','role medieval','what medieval' ,HUM,ind 
 'silly','putty', 'silly putty' ,'invented','putty invented','silly invented' ,HUM,ind 
 'who','invented', 'who invented' ,'paper','invented paper','who paper' ,HUM,ind 
 'whom','did', 'whom did' ,'lauren','did lauren','whom lauren' ,HUM,ind 
 'how','times', 'how times' ,'his','times his','how his' ,NUM,count 
 'what','city', 'what city' ,'state','city state','what state' ,LOC,city 
 'shea','gould', 'shea gould' ,'office','gould office','shea office' ,NUM,period 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','composer', 'what composer' ,'awarded','composer awarded','what awarded' ,HUM,ind 
 'how','url', 'how url' ,'extensions','url extensions','how extensions' ,NUM,count 
 'how','long', 'how long' ,'intercourse','long intercourse','how intercourse' ,NUM,period 
 'who','created', 'who created' ,'fantastic','created fantastic','who fantastic' ,HUM,ind 
 'who','composer', 'who composer' ,'of','composer of','who of' ,HUM,ind 
 'where','european', 'where european' ,'american','european american','where american' ,LOC,other 
 'who','author', 'who author' ,'novel','author novel','who novel' ,HUM,ind 
 'what','department', 'what department' ,'store','department store','what store' ,HUM,ind 
 'what','town', 'what town' ,'chartered','town chartered','what chartered' ,LOC,city 
 'what','state', 'what state' ,'longest','state longest','what longest' ,LOC,state 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'how','varieties', 'how varieties' ,'twins','varieties twins','how twins' ,NUM,count 
 'what','largest', 'what largest' ,'libraries','largest libraries','what libraries' ,LOC,other 
 'how','people', 'how people' ,'live','people live','how live' ,NUM,count 
 'who','camp', 'who camp' ,'david','camp david','who david' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'','portrayed ','who ' ,HUM,ind 
 'how','money', 'how money' ,'minimum','money minimum','how minimum' ,NUM,money 
 'what','year', 'what year' ,'patent','year patent','what patent' ,NUM,date 
 'what','country', 'what country' ,'boasts','country boasts','what boasts' ,LOC,country 
 'what','regular', 'what regular' ,'price','regular price','what price' ,NUM,money 
 'what','metropolis', 'what metropolis' ,'landmark','metropolis landmark','what landmark' ,LOC,other 
 'what','city', 'what city' ,'declaration','city declaration','what declaration' ,LOC,city 
 'who','won', 'who won' ,'world','won world','who world' ,HUM,ind 
 'who','credited', 'who credited' ,'saying','credited saying','who saying' ,HUM,ind 
 'what','nationality', 'what nationality' ,'jackson','nationality jackson','what jackson' ,LOC,country 
 'how','earth', 'how earth' ,'is','earth is','how is' ,NUM,count 
 'when','queen', 'when queen' ,'victoria','queen victoria','when victoria' ,NUM,date 
 'how','people', 'how people' ,'executed','people executed','how executed' ,NUM,count 
 'what','worth', 'what worth' ,'seeing','worth seeing','what seeing' ,LOC,other 
 'when','yemen', 'when yemen' ,'reunified','yemen reunified','when reunified' ,NUM,date 
 'what','mexican', 'what mexican' ,'leader','mexican leader','what leader' ,HUM,ind 
 'what','federal', 'what federal' ,'minimum','federal minimum','what minimum' ,NUM,money 
 'what','unemployment', 'what unemployment' ,'statistics','unemployment statistics','what statistics' ,NUM,other 
 'where','santa', 'where santa' ,'lucia','santa lucia','where lucia' ,LOC,other 
 'what','female', 'what female' ,'painter','female painter','what painter' ,HUM,ind 
 'what','names', 'what names' ,'old','names old','what old' ,HUM,ind 
 'what','horsepower', 'what horsepower' ,'shuttle','horsepower shuttle','what shuttle' ,NUM,other 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'who','created', 'who created' ,'big','created big','who big' ,HUM,ind 
 'what','city', 'what city' ,'city','city city','what city' ,LOC,city 
 'what','populous', 'what populous' ,'state','populous state','what state' ,LOC,state 
 'what','state', 'what state' ,'11','state 11','what 11' ,LOC,state 
 'when','did', 'when did' ,'aldous','did aldous','when aldous' ,NUM,date 
 'what','country', 'what country' ,'did','country did','what did' ,LOC,country 
 'how','long', 'how long' ,'longest','long longest','how longest' ,NUM,period 
 'how','people', 'how people' ,'live','people live','how live' ,NUM,count 
 'what','fruit-topped', 'what fruit-topped' ,'actress','fruit-topped actress','what actress' ,HUM,ind 
 'who','played', 'who played' ,'title','played title','who title' ,HUM,ind 
 'who','invented', 'who invented' ,'game','invented game','who game' ,HUM,ind 
 'when','did', 'when did' ,'humans','did humans','when humans' ,NUM,date 
 'what','city', 'what city' ,'us','city us','what us' ,LOC,city 
 'what','tokyo', 'what tokyo' ,'street','tokyo street','what street' ,LOC,other 
 'what','average', 'what average' ,'life','average life','what life' ,NUM,period 
 'when','mighty', 'when mighty' ,'mouse','mighty mouse','when mouse' ,HUM,ind 
 'how','us', 'how us' ,'presidents','us presidents','how presidents' ,NUM,count 
 'when','flush', 'when flush' ,'toilet','flush toilet','when toilet' ,NUM,date 
 'what','nathan', 'what nathan' ,'hamill','nathan hamill','what hamill' ,HUM,ind 
 'how','disks', 'how disks' ,'does','disks does','how does' ,NUM,count 
 'how','old', 'how old' ,'sun','old sun','how sun' ,NUM,period 
 'what','percentage', 'what percentage' ,'children','percentage children','what children' ,NUM,perc 
 'how','years', 'how years' ,'ago','years ago','how ago' ,NUM,count 
 'how','people', 'how people' ,'randy','people randy','how randy' ,NUM,count 
 'what','country', 'what country' ,'you','country you','what you' ,LOC,country 
 'what','new', 'what new' ,'york','new york','what york' ,HUM,ind 
 'who','considered', 'who considered' ,'lady','considered lady','who lady' ,HUM,ind 
 'who','penned', 'who penned' ,':','penned :','who :' ,HUM,ind 
 'who','headed', 'who headed' ,'hitler','headed hitler','who hitler' ,HUM,ind 
 'what','south', 'what south' ,'american','south american','what american' ,LOC,city 
 'what','german', 'what german' ,'city','german city','what city' ,LOC,city 
 'what','island', 'what island' ,'group','island group','what group' ,LOC,other 
 'what','person', 'what person' ,'called','person called','what called' ,HUM,ind 
 'where','helium', 'where helium' ,'discovered','helium discovered','where discovered' ,LOC,other 
 'who','musical', 'who musical' ,'plea','musical plea','who plea' ,HUM,ind 
 'what','french', 'what french' ,'designer','french designer','what designer' ,HUM,ind 
 'what','season', 'what season' ,'setting','season setting','what setting' ,NUM,date 
 'what','comedian', 'what comedian' ,'banned','comedian banned','what banned' ,HUM,ind 
 'what','country', 'what country' ,'setting','country setting','what setting' ,LOC,country 
 'what','apollo', 'what apollo' ,'11','apollo 11','what 11' ,HUM,ind 
 'what','current', 'what current' ,'ticket','current ticket','what ticket' ,NUM,money 
 'what','second', 'what second' ,'highest','second highest','what highest' ,LOC,mount 
 'what','good', 'what good' ,'little','good little','what little' ,HUM,ind 
 'what','nickname', 'what nickname' ,'frederick','nickname frederick','what frederick' ,HUM,ind 
 'what','month', 'what month' ,'','month ','what ' ,NUM,date 
 'how','cubic', 'how cubic' ,'feet','cubic feet','how feet' ,NUM,count 
 'what','is', 'what is' ,'world','is world','what world' ,LOC,other 
 'what','european', 'what european' ,'countries','european countries','what countries' ,LOC,country 
 'how','earthworms', 'how earthworms' ,'single','earthworms single','how single' ,NUM,count 
 'what','average', 'what average' ,'hourly','average hourly','what hourly' ,NUM,other 
 'who','is', 'who is' ,'founder','is founder','who founder' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'who','governor', 'who governor' ,'west','governor west','who west' ,HUM,ind 
 'what','is', 'what is' ,'world','is world','what world' ,LOC,other 
 'what','asian', 'what asian' ,'city','asian city','what city' ,LOC,city 
 'when','jean', 'when jean' ,'aeul','jean aeul','when aeul' ,NUM,date 
 'what','famous', 'what famous' ,'soldier','famous soldier','what soldier' ,HUM,ind 
 'what','cities', 'what cities' ,'population','cities population','what population' ,LOC,city 
 'what','constellation', 'what constellation' ,'contains','constellation contains','what contains' ,LOC,other 
 'how','meters', 'how meters' ,'mile','meters mile','how mile' ,NUM,count 
 'what','famed', 'what famed' ,'london','famed london','what london' ,LOC,other 
 'how','milligrams', 'how milligrams' ,'gram','milligrams gram','how gram' ,NUM,count 
 'where','did', 'where did' ,'he','did he','where he' ,LOC,other 
 'where','i', 'where i' ,'large','i large','where large' ,LOC,other 
 'what','michael', 'what michael' ,'jackson','michael jackson','what jackson' ,HUM,ind 
 'who','woman', 'who woman' ,'fly','woman fly','who fly' ,HUM,ind 
 'how','long', 'how long' ,'human','long human','how human' ,NUM,period 
 'where','does', 'where does' ,'mother','does mother','where mother' ,LOC,other 
 'what','is', 'what is' ,'population','is population','what population' ,NUM,other 
 'who','started', 'who started' ,'dominos','started dominos','who dominos' ,HUM,ind 
 'how','old', 'how old' ,'jeremy','old jeremy','how jeremy' ,NUM,period 
 'which','nba', 'which nba' ,'players','nba players','which players' ,HUM,ind 
 'how','colored', 'how colored' ,'squares','colored squares','how squares' ,NUM,count 
 'where','mayo', 'where mayo' ,'clinic','mayo clinic','where clinic' ,LOC,other 
 'what','caribbean', 'what caribbean' ,'island','caribbean island','what island' ,LOC,other 
 'where','i', 'where i' ,'lyrics','i lyrics','where lyrics' ,LOC,other 
 'who','famous', 'who famous' ,'movie','famous movie','who movie' ,HUM,ind 
 'what','australian', 'what australian' ,'city','australian city','what city' ,LOC,city 
 'randy','craft', 'randy craft' ,'is','craft is','randy is' ,HUM,ind 
 'what','river', 'what river' ,'does','river does','what does' ,LOC,other 
 'how','quadruplets', 'how quadruplets' ,'born','quadruplets born','how born' ,NUM,other 
 'how','presidents', 'how presidents' ,'died','presidents died','how died' ,NUM,count 
 'what','person', 'what person' ,'called','person called','what called' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'vincent','portrayed vincent','who vincent' ,HUM,ind 
 'what','reliable', 'what reliable' ,'site','reliable site','what site' ,LOC,other 
 'what','season', 'what season' ,'begins','season begins','what begins' ,NUM,date 
 'who','known', 'who known' ,'time','known time','who time' ,HUM,ind 
 'where','did', 'where did' ,'cable','did cable','where cable' ,LOC,other 
 'what','george', 'what george' ,'lucas','george lucas','what lucas' ,LOC,other 
 'who','father', 'who father' ,'computer','father computer','who computer' ,HUM,ind 
 'who','said', 'who said' ,':','said :','who :' ,HUM,ind 
 'how','long', 'how long' ,'tyrannosaurus','long tyrannosaurus','how tyrannosaurus' ,NUM,dist 
 'who','is', 'who is' ,'man','is man','who man' ,HUM,ind 
 'what','kenyan', 'what kenyan' ,'city','kenyan city','what city' ,LOC,city 
 'what','miss', 'what miss' ,'india','miss india','what india' ,HUM,ind 
 'what','us', 'what us' ,'states','us states','what states' ,LOC,state 
 'who','second', 'who second' ,'man','second man','who man' ,HUM,ind 
 'what','major', 'what major' ,'victorian','major victorian','what victorian' ,HUM,ind 
 'what','year', 'what year' ,'olympic','year olympic','what olympic' ,NUM,date 
 'what','biggest', 'what biggest' ,'indian','biggest indian','what indian' ,LOC,other 
 'what','world', 'what world' ,'is','world is','what is' ,LOC,other 
 'where','internet', 'where internet' ,'i','internet i','where i' ,LOC,other 
 'shea','&', 'shea &' ,'gould','& gould','shea gould' ,NUM,count 
 'what','is', 'what is' ,'common','is common','what common' ,HUM,ind 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'what','city', 'what city' ,'called','city called','what called' ,LOC,city 
 'where','did', 'where did' ,'bocci','did bocci','where bocci' ,LOC,other 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'what','frequency', 'what frequency' ,'vhf','frequency vhf','what vhf' ,NUM,other 
 'how','electoral', 'how electoral' ,'votes','electoral votes','how votes' ,NUM,count 
 'what','cities', 'what cities' ,'dickens','cities dickens','what dickens' ,LOC,city 
 'what','year', 'what year' ,'movie','year movie','what movie' ,NUM,date 
 'what','countries', 'what countries' ,'best','countries best','what best' ,LOC,country 
 'when','beers', 'when beers' ,'company','beers company','when company' ,NUM,date 
 'who','black', 'who black' ,'performer','black performer','who performer' ,HUM,ind 
 'what','date', 'what date' ,'bastille','date bastille','what bastille' ,NUM,date 
 'where','did', 'where did' ,'freidreich','did freidreich','where freidreich' ,LOC,other 
 'how','folic', 'how folic' ,'acid','folic acid','how acid' ,NUM,count 
 'how','caffeine', 'how caffeine' ,'16','caffeine 16','how 16' ,NUM,count 
 'what','countries', 'what countries' ,'south','countries south','what south' ,LOC,country 
 'what','columbia', 'what columbia' ,'tristar','columbia tristar','what tristar' ,NUM,code 
 'when','did', 'when did' ,'princess','did princess','when princess' ,NUM,date 
 'which','country', 'which country' ,'did','country did','which did' ,LOC,country 
 'who','directed', 'who directed' ,'wild','directed wild','who wild' ,HUM,ind 
 'orange','bowl', 'orange bowl' ,'what','bowl what','orange what' ,LOC,city 
 'what','comedian', 'what comedian' ,'born','comedian born','what born' ,HUM,ind 
 'how','leos', 'how leos' ,'pope','leos pope','how pope' ,NUM,count 
 'what','state', 'what state' ,'herbert','state herbert','what herbert' ,LOC,state 
 'how','fiddlers', 'how fiddlers' ,'did','fiddlers did','how did' ,NUM,count 
 'what','poet', 'what poet' ,'wrote','poet wrote','what wrote' ,HUM,ind 
 'what','population', 'what population' ,'india','population india','what india' ,NUM,count 
 'how','long', 'how long' ,'flies','long flies','how flies' ,NUM,period 
 'who','runs', 'who runs' ,'andy','runs andy','who andy' ,HUM,ind 
 'what','state', 'what state' ,'produces','state produces','what produces' ,LOC,state 
 'how','times', 'how times' ,'day','times day','how day' ,NUM,count 
 'what','islands', 'what islands' ,'got','islands got','what got' ,LOC,other 
 'what','author', 'what author' ,'days','author days','what days' ,HUM,ind 
 'what','president', 'what president' ,'assassinated','president assassinated','what assassinated' ,HUM,ind 
 'what','comic', 'what comic' ,'tv','comic tv','what tv' ,HUM,ind 
